NIN ID,Facility Name,FACILITY_TYPE,State,District,Taluka,Block,Entry Month,Individuals empanelled,Community Based Assessment Checklist filled,HTN Individuals screened Male,HTN Individuals screened Female,HTN Individuals screened Other,HTN Newly diagnosed Male,HTN Newly diagnosed Female,HTN Newly diagnosed Other,HTN On treatment Male,HTN On treatment Female,HTN On treatment Other,DM Individuals screened Male,DM Individuals screened Female,DM Individuals screened Other,DM Newly diagnosed Male,DM Newly diagnosed Female,DM Newly diagnosed Other,DM On treatment Male,DM On treatment Female,DM On treatment Other,OC Individuals screened Male,OC Individuals screened Female,OC Individuals screened Other,OC Newly diagnosed Male,OC Newly diagnosed Female,OC Newly diagnosed Other,OC On treatment male,OC On treatment Female,OC On treatment Other,BC Individuals screened female,BC Newly diagnosed female,BC On treatment female,CC Individuals screened female,CC Newly diagnosed female,CC On treatment female,Individuals referred for screening male,Individuals referred for screening female,Individuals referred for screening other,Newly diagnosed Male,Newly diagnosed Female,Newly diagnosed Other,On treatment Male,On treatment Female,On treatment Other,Total Patients received antihypertensive medicines at this centre,Total Patients received ant-diabetic medicines at this centre,Medicines_TPR_AO_M,Total TB patients received DOTS from the centre,Medicines_CSOM_EOM,Availability of functional BP apparatus,Availability of functional glucometer,Closing stock of glucostrips,Performance/team based incentives for MO/SN/CHO,Team based incentives for ASHA/MPW,JAS monthly meeting conducted,Data Source,Entry Date,Entry Update Date,Facility Type
8266284812,HSC GAYCHAND,SHC,Jharkhand,Godda,GODDA,GODDA SADAR,31-05-24,115,0,61,54,0,1,1,0,1,1,0,61,54,0,0,0,0,0,0,0,62,54,0,0,0,0,0,0,0,54,0,0,54,0,0,0,11,0,0,0,0,0,0,0,2,0,N/A,0,N/A,Yes,Yes,445,No,No,Yes,WEB Portal,04-06-24 10:42,04-06-24 11:31,N/A
4318317841,HSC DEOGAON,SHC,Jharkhand,Ranchi,LAPUNG,LAPUNG,31-05-24,348,0,86,110,0,8,10,0,8,10,0,86,110,0,6,8,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,13,No,No,No,Android APP,04-06-24 10:41,N/A,N/A
1122243320,UPHC Sidhgora,UPHC,Jharkhand,Purbi Singhbhum,GOLMURI-CUM-JUGSALAI,GOLMURI,31-05-24,0,0,57,57,0,5,6,0,9,9,0,32,38,0,8,2,0,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,25,0,0,0,Yes,Yes,80,No,No,No,Android APP,04-06-24 10:33,N/A,N/A
1115672360,UPHC,UPHC,Jharkhand,Gumla,GUMLA,GUMLA,31-05-24,0,0,0,5,0,0,5,0,0,5,0,3,4,0,3,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,Yes,Yes,"46,451",No,No,No,Android APP,04-06-24 10:33,N/A,N/A
6573468631,HSC PARASI,SHC,Jharkhand,Ranchi,TAMAR I,TAMAR,31-05-24,20,20,17,33,0,10,10,0,0,3,0,17,33,0,2,0,0,3,3,0,17,33,0,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,Yes,Yes,40,No,No,No,Android APP,04-06-24 10:30,N/A,N/A
7467764523,HSC MADHURI,SHC,Jharkhand,Godda,POREYAHAT,POREYAHAT,31-05-24,120,120,53,67,0,4,6,0,4,6,0,53,67,0,6,4,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,N/A,0,N/A,Yes,Yes,470,No,No,Yes,WEB Portal,04-06-24 10:30,N/A,N/A
6848717317,HSC Satkhari,SHC,Jharkhand,Gumla,PALKOT,PALKOT,31-05-24,20,42,100,18,0,3,0,0,16,15,0,100,18,0,0,1,0,5,5,0,100,18,0,0,0,0,0,0,0,18,0,0,18,0,0,5,6,0,0,0,0,2,1,0,1,0,0,0,0,Yes,Yes,0,No,No,No,Android APP,04-06-24 10:29,N/A,N/A
2485777359,HSC DHORI,SHC,Jharkhand,Bokaro,BERMO,BERMO,31-05-24,420,252,202,52,0,2,1,0,7,8,0,202,52,0,2,1,0,7,8,0,202,52,0,0,0,0,0,0,0,52,0,0,52,0,0,8,7,0,0,1,0,1,1,0,15,15,0,0,0,Yes,Yes,0,No,No,Yes,Android APP,04-06-24 10:21,N/A,N/A
1268278445,HSC HETHMANJHIANDIH,SHC,Jharkhand,Dumka,JAMA,JAMA,31-05-24,354,146,68,78,0,0,0,0,4,1,0,68,78,0,0,0,0,1,3,0,68,78,0,0,0,0,0,0,0,78,0,0,78,0,0,9,3,0,0,0,0,1,1,0,5,4,0,0,0,Yes,Yes,85,Yes,No,No,WEB Portal,04-06-24 10:19,22-06-24 15:00,N/A
7441861684,HSC GHORTOPI,SHC,Jharkhand,Dumka,JARMUNDI,JARMUNDI,31-05-24,305,0,46,68,0,0,0,0,5,3,0,46,68,0,1,0,0,3,3,0,46,68,0,0,0,0,0,0,0,68,0,0,2,0,0,6,4,0,0,0,0,3,1,0,0,1,0,0,0,Yes,Yes,25,No,No,No,Android APP,04-06-24 10:17,24-06-24 9:28,N/A
4457238279,HSC LAKRAPAHARI PK,SHC,Jharkhand,Dumka,JAMA,JAMA,31-05-24,168,69,20,49,0,0,1,0,2,1,0,20,49,0,0,0,0,0,1,0,20,49,0,0,0,0,0,0,0,49,0,0,0,0,0,4,2,0,0,0,0,1,0,0,3,1,0,0,0,Yes,Yes,82,No,No,No,Android APP,04-06-24 10:07,22-06-24 14:14,N/A
6568864323,HSC KALIGA,SHC,Jharkhand,Gumla,GUMLA,GUMLA,31-05-24,0,172,49,123,0,14,10,0,6,8,0,49,123,0,2,2,0,1,1,0,49,123,0,0,0,0,0,0,0,123,0,0,123,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,Yes,Yes,600,No,No,Yes,Android APP,04-06-24 10:06,N/A,N/A
8771763573,HSC TOTAMBI,SHC,Jharkhand,Gumla,GHAGHRA,GHAGHARA,31-05-24,309,120,53,67,0,0,4,0,0,4,0,53,67,0,0,0,0,0,0,0,53,67,0,0,0,0,0,0,0,67,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,Yes,Yes,0,No,No,No,Android APP,04-06-24 9:50,N/A,N/A
7458826562,HSC BHAKHRA,SHC,Jharkhand,Koderma,SATGAWAN,SATGAWAN,31-05-24,144,144,54,90,0,1,2,0,0,0,0,54,90,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1,0,Yes,Yes,150,No,No,No,Android APP,04-06-24 9:48,N/A,N/A
5828331784,HSC JAMGAI,SHC,Jharkhand,Gumla,SISAI,SISAI,31-05-24,178,10,103,75,0,1,0,0,1,0,0,103,75,0,0,0,0,0,0,0,103,75,0,0,0,0,0,0,0,75,0,0,75,0,0,10,9,0,1,0,0,1,0,0,1,0,N/A,0,N/A,Yes,Yes,100,No,No,No,WEB Portal,04-06-24 9:44,N/A,N/A
3571775885,HSC KHARKA,SHC,Jharkhand,Gumla,GUMLA,GUMLA,31-05-24,8,140,41,99,0,1,1,0,3,1,0,41,99,0,1,1,0,1,2,0,41,99,0,0,0,0,0,0,0,99,0,0,0,0,0,11,14,0,0,1,0,3,4,0,4,3,0,7,0,Yes,Yes,400,No,No,Yes,Android APP,04-06-24 9:43,N/A,N/A
5812326113,HSC PUTKA,SHC,Jharkhand,Dumka,RANISHWAR,RANISHWAR,31-05-24,172,94,60,34,0,0,0,0,2,1,0,60,34,0,2,0,0,2,2,0,60,34,0,0,0,0,0,0,0,34,0,0,0,0,0,3,3,0,0,0,0,2,0,0,0,0,0,0,0,Yes,Yes,6,No,No,No,Android APP,04-06-24 9:34,N/A,N/A
2728556883,HSC ARANGI,SHC,Jharkhand,Gumla,GHAGHRA,GHAGHARA,31-05-24,152,50,66,86,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,15,No,No,No,Android APP,04-06-24 9:21,N/A,N/A
5868832352,HSC SUDRAKSHIPUR,SHC,Jharkhand,Jamtara,KUNDHIT,KUNDHIT,31-05-24,150,0,70,80,0,1,4,0,64,63,0,70,80,0,2,0,0,38,50,0,18,17,0,0,0,0,0,0,0,17,0,0,0,0,0,8,9,0,0,0,0,1,0,0,21,16,0,0,0,Yes,Yes,"3,620",No,No,No,Android APP,04-06-24 9:20,11-06-24 13:17,N/A
8883561816,HSC BHALUAPANI,SHC,Jharkhand,Pashchimi Singhbhum,BANDGAON,BANDGAON,31-05-24,150,150,65,85,0,3,10,0,7,15,0,65,85,0,0,1,0,3,5,0,65,85,0,0,0,0,0,0,0,85,0,0,85,0,0,6,7,0,1,0,0,3,2,0,22,8,0,5,0,Yes,Yes,100,Yes,No,No,Android APP,04-06-24 9:20,N/A,N/A
1755661228,HSC KALA DUMARIYA,SHC,Jharkhand,Dumka,JARMUNDI,JARMUNDI,31-05-24,375,8,77,83,0,0,0,0,3,2,0,77,83,0,0,0,0,4,2,0,15,17,0,0,0,0,0,0,0,0,0,0,2,0,0,7,5,0,0,0,0,4,3,0,2,1,0,0,0,Yes,Yes,51,No,No,No,Android APP,04-06-24 9:10,N/A,N/A
6378626672,HSC BADRIKARAMTOLI,SHC,Jharkhand,Gumla,GHAGHRA,GHAGHARA,31-05-24,0,0,44,56,0,10,5,0,2,1,0,44,56,0,3,2,0,3,1,0,44,56,0,0,0,0,0,0,0,44,0,0,12,0,0,3,4,0,0,0,0,0,0,0,3,4,0,0,0,Yes,Yes,100,No,No,No,Android APP,04-06-24 9:10,N/A,N/A
2764713877,HSC TUNIA,SHC,Jharkhand,Pashchimi Singhbhum,SONUA,SONUA,31-05-24,402,103,56,47,0,0,0,0,0,0,0,56,47,0,0,0,0,0,0,0,56,47,0,0,0,0,0,0,0,47,0,0,47,0,0,3,2,0,1,0,0,1,0,0,0,0,0,1,0,Yes,Yes,550,No,No,Yes,Android APP,04-06-24 8:53,N/A,N/A
6626588286,HSC SOSO,SHC,Jharkhand,Ramgarh,RAMGARH,RAMGARH,31-05-24,421,128,59,69,0,4,0,0,4,0,0,59,69,0,2,3,0,2,3,0,59,69,0,0,0,0,0,0,0,69,0,0,0,0,0,13,20,0,0,0,0,1,1,0,4,5,N/A,0,N/A,Yes,Yes,250,No,No,Yes,WEB Portal,04-06-24 8:52,N/A,N/A
8871353580,HSC SIDHACHATAR,SHC,Jharkhand,Dumka,SHIKARIPARA,SHIKARIPARA,31-05-24,173,83,37,43,0,0,0,0,1,3,0,37,43,0,0,0,0,1,1,0,37,43,0,0,0,0,0,0,0,43,0,0,43,0,0,1,3,0,0,0,0,1,0,0,4,2,0,1,0,No,No,0,No,No,No,Android APP,04-06-24 8:51,04-06-24 8:52,N/A
7531121726,HSC GHASIPUR,SHC,Jharkhand,Dumka,KATHIKUND,KATHIKUND,31-05-24,195,122,54,68,0,2,2,0,3,3,0,54,68,0,0,1,0,1,1,0,54,68,0,0,0,0,0,0,0,68,0,0,5,0,0,7,6,0,0,1,0,3,2,0,4,2,0,5,0,Yes,Yes,19,No,No,No,Android APP,04-06-24 8:48,24-06-24 10:05,N/A
3827583547,HSC DHARAMPUR,SHC,Jharkhand,Dumka,DUMKA,DUMKA,31-05-24,326,134,67,67,0,1,1,0,3,3,0,67,67,0,2,0,0,5,3,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,5,1,0,2,1,0,0,0,Yes,Yes,24,No,No,No,Android APP,04-06-24 8:48,N/A,N/A
5617678866,HSC CHAINPUR,SHC,Jharkhand,Pashchimi Singhbhum,CHAKRADHARPUR,CHAKRADHARPUR,31-05-24,238,238,118,120,0,0,0,0,1,7,0,118,120,0,0,0,0,3,3,0,118,120,0,0,0,0,0,0,0,120,0,0,120,0,0,0,1,0,1,0,0,10,0,0,8,6,0,0,0,Yes,Yes,987,No,No,Yes,Android APP,04-06-24 8:44,N/A,N/A
8546466577,HSC GOPADA,SHC,Jharkhand,Hazaribagh,KEREDARI,KEREDARI,31-05-24,280,77,48,29,0,0,0,0,2,1,0,48,29,0,0,0,0,2,1,0,48,29,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,N/A,2,N/A,Yes,Yes,73,No,No,No,WEB Portal,04-06-24 8:44,N/A,N/A
2716888322,HSC THAI,SHC,Jharkhand,Pashchimi Singhbhum,MANJHARI,MANJHARI,31-05-24,120,0,10,110,0,1,3,0,1,3,0,10,110,0,0,0,0,0,0,0,10,110,0,0,0,0,0,0,0,110,0,0,110,0,0,3,6,0,0,1,0,0,0,0,4,0,0,0,0,No,No,100,No,No,No,Android APP,04-06-24 8:42,N/A,N/A
8434332758,HSC TARAGUTU,SHC,Jharkhand,Gumla,GHAGHRA,GHAGHARA,31-05-24,219,120,56,64,0,0,0,0,2,4,0,56,64,0,0,0,0,1,1,0,56,64,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Yes,Yes,10,No,No,No,Android APP,04-06-24 8:37,N/A,N/A
6643767335,HSC TAINSER,SHC,Jharkhand,Simdega,KOLEBIRA,KOLEBIRA,31-05-24,121,121,64,57,0,0,1,0,0,2,0,64,57,0,0,0,0,0,0,0,64,57,0,0,0,0,0,0,0,57,0,0,0,0,0,9,7,0,0,1,0,2,1,0,2,0,N/A,3,N/A,Yes,Yes,150,Yes,Yes,No,WEB Portal,04-06-24 8:33,N/A,N/A
1112228182,HSC JAMGAIN,SHC,Jharkhand,Lohardaga,BHANDRA,BHANDRA,31-05-24,0,70,51,80,0,0,0,0,11,13,0,51,80,0,0,0,0,7,10,0,51,80,0,0,0,0,0,0,0,80,0,0,0,0,1,12,17,0,0,0,0,0,1,0,0,0,0,0,0,Yes,Yes,56,No,No,No,Android APP,04-06-24 8:29,07-06-24 18:12,N/A
1783435835,HSC KUSHMAHA,SHC,Jharkhand,Deogarh,SARWAN,SARWAN,31-05-24,407,106,47,59,0,0,0,0,0,0,0,47,59,0,0,0,0,0,0,0,47,59,0,0,0,0,0,0,0,59,0,0,59,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,100,No,No,No,Android APP,04-06-24 8:25,N/A,N/A
5476827638,HSC Dorio Mahubani,SHC,Jharkhand,Dhanbad,GOBINDPUR ,GOBINDPUR,31-05-24,190,190,79,111,0,3,1,0,27,18,0,79,111,0,0,2,0,31,26,0,79,111,0,0,0,0,0,0,0,85,0,0,0,0,0,1,5,0,0,2,0,1,6,0,9,11,0,0,0,Yes,Yes,568,Yes,No,No,Android APP,04-06-24 8:18,N/A,N/A
8577584223,HSC ITACHILADRI,SHC,Jharkhand,Ranchi,BERO,BERO,31-05-24,268,120,50,72,0,10,13,0,0,1,0,50,72,0,7,7,0,1,0,0,55,82,0,3,1,0,0,0,0,86,4,0,88,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,Yes,Yes,12,No,No,No,Android APP,04-06-24 8:17,04-06-24 8:18,N/A
1126131869,HSC HARLADIH,SHC,Jharkhand,Giridih,PIRTANR,PIRTAND,31-05-24,0,0,91,85,0,4,3,0,2,1,0,91,85,0,2,1,0,1,0,0,91,85,0,0,0,0,0,0,0,85,0,0,85,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,12,No,No,Yes,Android APP,04-06-24 8:14,N/A,N/A
6381487179,HSC BARIYARPUR,SHC,Jharkhand,Giridih,PIRTANR,PIRTAND,31-05-24,0,0,76,75,0,2,1,0,2,1,0,76,75,0,1,0,0,1,0,0,76,75,0,0,0,0,0,0,0,75,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,15,No,No,Yes,Android APP,04-06-24 8:13,N/A,N/A
2882286723,HSC LODHARIA,SHC,Jharkhand,Dhanbad,TUNDI,TUNDI,31-05-24,381,0,51,62,0,1,1,0,17,4,0,51,62,0,1,0,0,14,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,0,0,0,Yes,Yes,115,No,No,No,Android APP,04-06-24 8:12,04-06-24 10:10,N/A
6778431723,HSC CHUNGLO,SHC,Jharkhand,Giridih,JAMUA,JAMUA,31-05-24,202,202,105,97,0,8,7,0,8,7,0,105,97,0,5,6,0,5,6,0,105,97,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,1,0,0,1,0,0,15,11,0,1,0,Yes,Yes,400,No,No,No,Android APP,04-06-24 8:01,N/A,N/A
3872277367,HSC ARHARA,SHC,Jharkhand,Gumla,KAMDARA,KAMDARA,31-05-24,20,20,57,52,0,2,2,0,1,0,0,57,52,0,0,1,0,1,1,0,57,52,0,0,0,0,0,0,0,52,0,0,52,0,0,5,5,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Yes,0,No,No,No,Android APP,04-06-24 7:56,N/A,N/A
7578213485,HSC DORMA,SHC,Jharkhand,Khunti,TORPA,TORPA,31-05-24,30,50,22,28,0,1,3,0,12,13,0,22,28,0,0,2,0,10,14,0,22,28,0,0,0,0,0,0,0,28,0,0,28,0,0,6,10,0,0,0,0,1,1,0,20,8,N/A,2,N/A,Yes,Yes,150,No,No,No,WEB Portal,04-06-24 7:52,N/A,N/A
3866345857,HSC PUGGU,SHC,Jharkhand,Gumla,GUMLA,GUMLA,31-05-24,205,0,176,29,0,4,7,0,3,4,0,176,29,0,3,5,0,3,5,0,50,15,0,0,0,0,0,0,0,29,0,0,29,0,0,0,1,0,0,1,0,1,1,0,5,3,0,0,0,Yes,Yes,0,No,No,No,Android APP,04-06-24 7:38,N/A,N/A
1121855728,HSC GOSUA,SHC,Jharkhand,Deogarh,KARON,KARON,31-05-24,82,70,81,71,152,4,0,4,36,22,58,81,71,152,0,1,1,36,24,60,81,71,152,0,0,0,0,0,0,71,0,0,71,0,0,11,3,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Yes,67,No,No,No,Android APP,04-06-24 7:32,N/A,N/A
2776731875,HSC DEWAKI,SHC,Jharkhand,Gumla,GHAGHRA,GHAGHARA,31-05-24,424,157,71,86,0,2,0,0,5,2,0,71,86,0,0,1,0,1,1,0,71,86,0,0,0,0,0,0,0,86,0,0,86,0,0,4,1,0,0,0,0,0,0,0,7,2,0,0,0,Yes,Yes,5,No,No,No,Android APP,04-06-24 7:29,05-06-24 12:35,N/A
1125173755,"Rajkiya Ayurvedic Aushdhalaya, Saraskunda",AYUSH,Jharkhand,Jamtara,NALA,NALA,31-05-24,0,0,55,60,0,10,7,0,4,2,0,28,26,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,N/A,0,N/A,Yes,Yes,"1,693",No,No,No,WEB Portal,04-06-24 7:27,N/A,N/A
5546746743,HSC Ghorabandha,SHC,Jharkhand,Pashchimi Singhbhum,MAJHGAON,MAJHGAON,31-05-24,110,108,57,51,0,4,1,0,4,2,0,57,51,0,0,0,0,3,0,0,57,51,0,0,0,0,0,0,0,51,0,0,51,0,0,5,4,0,1,0,0,2,3,0,6,0,0,5,0,Yes,Yes,142,No,No,No,Android APP,04-06-24 7:25,N/A,N/A
6842645829,HSC DAULKELA,SHC,Jharkhand,Pashchimi Singhbhum,GOILKERA,GOILKERA,31-05-24,0,0,120,100,0,2,1,0,7,5,0,120,100,0,1,1,0,4,3,0,120,100,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,7,1,0,12,7,0,8,0,Yes,Yes,111,No,No,No,Android APP,04-06-24 7:05,N/A,N/A
2638684239,HSC BANSDA,SHC,Jharkhand,Purbi Singhbhum,BAHARAGORA,BAHARAGORA,31-05-24,426,41,74,47,0,3,1,0,65,61,0,74,47,0,1,2,0,27,25,0,40,47,0,0,0,0,0,0,0,47,0,0,0,0,0,3,9,0,2,0,0,8,1,0,126,52,0,0,0,Yes,Yes,350,No,No,No,Android APP,04-06-24 7:02,04-06-24 15:47,N/A
2113223248,HSC Pithartoli,SHC,Jharkhand,Gumla,PALKOT,PALKOT,31-05-24,131,0,62,69,131,3,3,6,1,7,8,62,69,131,1,2,3,1,2,3,62,69,131,0,0,0,0,0,0,69,0,0,0,0,0,3,2,5,0,0,0,2,0,2,8,2,0,0,0,Yes,Yes,25,No,No,No,Android APP,04-06-24 6:56,N/A,N/A
2347763431,HSC KARUDIH,SHC,Jharkhand,Dumka,RAMGARH,RAMGARH,31-05-24,331,130,55,75,0,1,2,0,2,1,0,55,75,0,1,0,0,1,0,0,20,32,0,0,0,0,0,0,0,32,0,0,0,0,0,5,7,0,1,0,0,1,0,0,3,1,0,0,0,Yes,Yes,150,No,No,No,Android APP,04-06-24 6:55,N/A,N/A
5824431844,HSC SURANGA,SHC,Jharkhand,Sahibganj,PATHNA,PATHNA,31-05-24,150,60,42,49,0,4,2,0,3,3,0,42,49,0,3,4,0,1,2,0,42,49,0,0,0,0,0,0,0,49,0,0,49,0,0,5,0,0,1,0,0,1,0,0,6,3,0,0,0,Yes,Yes,100,No,No,Yes,Android APP,04-06-24 6:35,N/A,N/A
8588666613,HSC MATARI,SHC,Jharkhand,Dhanbad,TOPCHANCHI,TOPCHANCHI,31-05-24,200,200,114,86,0,0,5,0,14,26,0,114,86,0,13,0,0,26,21,0,114,86,0,0,0,0,0,0,0,86,0,0,86,0,0,1,12,0,1,0,0,1,0,0,40,47,0,1,0,Yes,Yes,360,No,No,No,Android APP,04-06-24 6:32,N/A,N/A
1784366583,HSC MAHESHPUR,SHC,Jharkhand,Godda,PATHARGAMA,PATHARGAMA,31-05-24,0,0,60,65,0,4,2,0,2,1,0,60,65,0,3,2,0,3,2,0,60,65,0,0,0,0,0,0,0,65,0,0,65,0,0,0,0,0,0,0,0,0,0,0,3,5,N/A,0,N/A,Yes,Yes,35,No,No,No,WEB Portal,04-06-24 6:32,N/A,N/A
2348538576,HSC JAMUA,SHC,Jharkhand,Purbi Singhbhum,CHAKULIA,CHAKULIA,31-05-24,335,50,54,58,0,3,6,0,3,6,0,54,58,0,0,4,0,0,4,0,54,58,0,0,0,0,0,0,0,58,0,0,58,0,0,3,10,0,1,0,0,6,1,0,9,4,0,7,0,Yes,Yes,41,No,No,Yes,Android APP,04-06-24 6:29,N/A,N/A
8464821548,HSC BALJODI,SHC,Jharkhand,Pashchimi Singhbhum,SONUA,SONUA,31-05-24,168,168,87,81,0,1,2,0,5,19,0,87,81,0,0,0,0,2,3,0,87,81,0,0,0,0,0,0,0,81,0,0,81,0,0,5,3,0,0,0,0,1,2,0,8,2,0,3,0,Yes,Yes,0,No,No,Yes,Android APP,04-06-24 6:19,05-06-24 16:38,N/A
4763376243,HSC BALAPOKHAR,SHC,Jharkhand,Sahibganj,TALJHARI,TALJHARI,31-05-24,116,116,51,65,0,7,11,0,7,11,0,51,65,0,3,1,0,1,3,0,51,65,0,0,0,0,0,0,0,65,0,0,0,0,0,3,8,0,0,1,0,0,1,0,18,4,0,0,0,Yes,Yes,50,No,No,Yes,Android APP,04-06-24 6:13,N/A,N/A
7211637116,HSC JAMHAR,SHC,Jharkhand,Khunti,KARRA,KARRA,31-05-24,86,86,28,58,0,3,8,0,1,2,0,28,58,0,2,3,0,1,0,0,28,58,0,0,0,0,0,0,0,58,0,0,58,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,670,No,No,Yes,Android APP,04-06-24 6:01,N/A,N/A
2686376738,HSC KUTNIPATHER,SHC,Jharkhand,Godda,GODDA,GODDA SADAR,31-05-24,55,66,85,36,0,1,1,0,1,1,0,85,36,0,1,2,0,1,1,0,85,36,0,0,0,0,0,0,0,36,0,0,36,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,Yes,Yes,500,No,No,No,Android APP,04-06-24 6:01,N/A,N/A
5562566512,HSC SHIVSERENG,SHC,Jharkhand,Gumla,GHAGHRA,GHAGHARA,31-05-24,350,124,65,59,0,1,2,0,1,3,0,65,59,0,2,3,0,1,1,0,65,59,0,0,0,0,0,0,0,59,0,0,0,0,0,5,5,0,0,0,0,0,0,0,4,2,0,0,0,Yes,Yes,26,No,No,No,Android APP,04-06-24 4:56,N/A,N/A
8785171680,HSC BALUDIH,SHC,Jharkhand,Bokaro,PETERWAR,PETERWAR,31-05-24,150,0,86,64,0,16,10,0,50,30,0,86,64,0,6,5,0,32,34,0,86,64,0,0,0,0,0,0,0,64,0,0,64,0,0,5,6,0,0,0,0,2,1,0,80,66,N/A,3,N/A,No,Yes,340,No,No,No,WEB Portal,04-06-24 1:55,N/A,N/A
8775462248,HSC ITAHARI,SHC,Jharkhand,Godda,BOARIJOR,BOARIJOR,31-05-24,121,121,71,50,0,5,1,0,2,7,0,71,50,0,2,1,0,2,0,0,71,50,0,0,0,0,0,0,0,50,0,0,50,0,0,0,14,0,0,0,0,0,0,0,9,2,0,0,0,Yes,Yes,200,No,No,No,Android APP,04-06-24 1:12,N/A,N/A
6123211739,HSC TATI,SHC,Jharkhand,Khunti,TORPA,TORPA,31-05-24,44,26,10,34,0,1,5,0,8,17,0,10,34,0,0,6,0,8,9,0,10,14,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,No,Yes,250,No,No,Yes,Android APP,04-06-24 0:46,N/A,N/A
4471754640,HSC GHAGHRI,SHC,Jharkhand,Pashchimi Singhbhum,CHAIBASA,CHAIBASA,31-05-24,0,0,54,90,0,0,2,0,9,10,0,54,90,0,0,0,0,9,9,0,48,61,0,0,0,0,0,0,0,61,0,0,61,0,0,2,0,0,2,0,0,4,1,0,6,5,0,0,0,Yes,Yes,200,Yes,Yes,Yes,Android APP,04-06-24 0:43,N/A,N/A
3438727350,HSC LEDA LKHANPUR,SHC,Jharkhand,Dumka,KATHIKUND,KATHIKUND,31-05-24,178,10,34,43,0,0,0,0,4,5,0,34,43,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,2,3,0,1,0,0,0,0,Yes,Yes,20,No,No,Yes,Android APP,03-06-24 23:32,N/A,N/A
8253687548,HSC BALKAND,SHC,Jharkhand,Pashchimi Singhbhum,MANJHARI,MANJHARI,31-05-24,108,100,44,64,0,10,18,0,10,9,0,44,64,0,9,13,0,18,13,0,44,64,0,0,0,0,0,0,0,64,0,0,64,0,0,1,1,0,1,0,0,1,0,0,19,17,0,0,0,Yes,Yes,100,No,No,No,Android APP,03-06-24 23:13,N/A,N/A
5442871447,HSC LEDA,SHC,Jharkhand,Purbi Singhbhum,GHATSHILA,GHATSHILA,31-05-24,309,101,53,48,0,1,1,0,15,24,0,53,48,0,2,0,0,10,14,0,53,48,0,0,0,0,0,0,0,48,0,0,48,0,0,10,13,0,0,0,0,7,2,0,20,12,0,0,0,Yes,Yes,100,No,No,Yes,Android APP,03-06-24 23:11,N/A,N/A
5277284823,HSC KANHAIYASTAHAN,SHC,Jharkhand,Sahibganj,RAJMAHAL,RAJMAHAL,31-05-24,87,25,26,61,0,5,5,0,5,5,0,26,30,0,3,5,0,3,5,0,26,20,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,1,0,0,0,Yes,Yes,0,No,No,Yes,Android APP,03-06-24 23:03,N/A,N/A
