SN,NIN,Facility_Name,Facility_Type,State,District,Taluka,Block,Activity Name/Health Day Name ,Activity_Date,Event_name,Year
"21,797",6328683187,HSC DUBALIA,SubCentre,Jharkhand,Ranchi,KANKE,KANKE,Yoga ,(2nd May 2024),Yoga,2024
"21,798",6328683187,HSC DUBALIA,SubCentre,Jharkhand,Ranchi,KANKE,KANKE,yoga ,(3rd May 2024),Yoga,2024
"21,799",6328683187,HSC DUBALIA,SubCentre,Jharkhand,Ranchi,KANKE,KANKE,yoga ,(4th May 2024),Awareness activity about eat right,2024
"21,800",6328683187,HSC DUBALIA,SubCentre,Jharkhand,Ranchi,KANKE,KANKE,Yoga ,(6th May 2024),Yoga,2024
"21,801",6328683187,HSC DUBALIA,SubCentre,Jharkhand,Ranchi,KANKE,KANKE,yoga ,(7th May 2024),Yoga,2024
"21,802",6328683187,HSC DUBALIA,SubCentre,Jharkhand,Ranchi,KANKE,KANKE,Health talk ,(9th May 2024),Health talk,2024
"21,803",6328683187,HSC DUBALIA,SubCentre,Jharkhand,Ranchi,KANKE,KANKE,yoga ,(11th May 2024),Yoga,2024
"21,804",6328683187,HSC DUBALIA,SubCentre,Jharkhand,Ranchi,KANKE,KANKE,Yoga ,(13th May 2024),Yoga,2024
"21,805",6328683187,HSC DUBALIA,SubCentre,Jharkhand,Ranchi,KANKE,KANKE,special screening talk ,(15th May 2024),Special screening talk,2024
"21,806",6328683187,HSC DUBALIA,SubCentre,Jharkhand,Ranchi,KANKE,KANKE,screening ,(18th May 2024),Special screening talk,2024
"21,838",6336438459,HSC CHAUKADI,SubCentre,Jharkhand,Palamu,HUSSAINABAD,HUSSAINABAD,yoga activity ,(4th May 2024),Yoga,2024
"21,839",6336438459,HSC CHAUKADI,SubCentre,Jharkhand,Palamu,HUSSAINABAD,HUSSAINABAD,monthly meeting ,(3rd May 2024),"Other
",2024
"21,841",6336438459,HSC CHAUKADI,SubCentre,Jharkhand,Palamu,HUSSAINABAD,HUSSAINABAD,PMSMA ,(8th May 2024),Health talk,2024
"21,842",6336438459,HSC CHAUKADI,SubCentre,Jharkhand,Palamu,HUSSAINABAD,HUSSAINABAD,"VHND, VHSNC ",(11th May 2024),Health talk,2024
"21,853",6337872755,HSC TETLA,SubCentre,Jharkhand,Ranchi,SONAHATU,SONAHATU,Routine immunization day,(2nd May 2024),Health talk,2024
"21,854",6337872755,HSC TETLA,SubCentre,Jharkhand,Ranchi,SONAHATU,SONAHATU,NCD screening day,(7th May 2024),"Other
",2024
"21,855",6337872755,HSC TETLA,SubCentre,Jharkhand,Ranchi,SONAHATU,SONAHATU,NCD screening,(4th May 2024),Special screening talk,2024
"21,856",6337872755,HSC TETLA,SubCentre,Jharkhand,Ranchi,SONAHATU,SONAHATU,ANC day,(9th May 2024),Special screening talk,2024
"21,857",6337872755,HSC TETLA,SubCentre,Jharkhand,Ranchi,SONAHATU,SONAHATU,Routine immunization day,(16th May 2024),Health talk,2024
"21,859",6337872755,HSC TETLA,SubCentre,Jharkhand,Ranchi,SONAHATU,SONAHATU,Intensified Diarrhoea Control Fortnight(28th May 2024),(30th May 2024),"Health talk,Awareness activity about eat right",2024
"21,894",6341775788,HSC Babhanavai,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,yoga,(1st May 2024),Yoga,2024
"21,895",6341775788,HSC Babhanavai,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,yoga,(2nd May 2024),Yoga,2024
"21,896",6341775788,HSC Babhanavai,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,yoga,(3rd May 2024),Yoga,2024
"21,897",6341775788,HSC Babhanavai,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,yoga,(4th May 2024),Yoga,2024
"21,898",6341775788,HSC Babhanavai,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,yoga,(6th May 2024),Yoga,2024
"21,899",6341775788,HSC Babhanavai,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,yoga,(7th May 2024),Yoga,2024
"21,900",6341775788,HSC Babhanavai,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,yoga,(9th May 2024),Yoga,2024
"21,901",6341775788,HSC Babhanavai,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,yoga,(8th May 2024),Yoga,2024
"21,902",6341775788,HSC Babhanavai,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,yoga,(10th May 2024),Yoga,2024
"21,903",6341775788,HSC Babhanavai,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,yoga,(11th May 2024),Yoga,2024
"21,904",6341775788,HSC Babhanavai,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,International Nurses Day(12th May 2024),(12th May 2024),Yoga,2024
"21,905",6341775788,HSC Babhanavai,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,yoga,(13th May 2024),Yoga,2024
"21,906",6341775788,HSC Babhanavai,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,yoga,(14th May 2024),Yoga,2024
"21,907",6341775788,HSC Babhanavai,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,yoga,(15th May 2024),Yoga,2024
"21,908",6341775788,HSC Babhanavai,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,yogs,(16th May 2024),Yoga,2024
"21,909",6341775788,HSC Babhanavai,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,yoga,(17th May 2024),Yoga,2024
"21,910",6341775788,HSC Babhanavai,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,yoga,(18th May 2024),Yoga,2024
"21,911",6341775788,HSC Babhanavai,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,yoga,(19th May 2024),Yoga,2024
"21,912",6341775788,HSC Babhanavai,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,yoga,(20th May 2024),Yoga,2024
"21,913",6341775788,HSC Babhanavai,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,yoga,(21st May 2024),Yoga,2024
"21,914",6341775788,HSC Babhanavai,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,yoga,(22nd May 2024),Yoga,2024
"21,915",6341775788,HSC Babhanavai,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,yoga,(23rd May 2024),Yoga,2024
"21,916",6341775788,HSC Babhanavai,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,yoga,(24th May 2024),Yoga,2024
"21,917",6341775788,HSC Babhanavai,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,yoga,(25th May 2024),Yoga,2024
"21,918",6341775788,HSC Babhanavai,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,yoga,(26th May 2024),Yoga,2024
"21,919",6341775788,HSC Babhanavai,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,yoga,(27th May 2024),Yoga,2024
"21,920",6341775788,HSC Babhanavai,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,Menstrual Hygiene Day(28th May 2024),(28th May 2024),Yoga,2024
"21,921",6341775788,HSC Babhanavai,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,Intensified Diarrhoea Control Fortnight(28th May 2024),(29th May 2024),Yoga,2024
"21,922",6341775788,HSC Babhanavai,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,Intensified Diarrhoea Control Fortnight(28th May 2024),(30th May 2024),Yoga,2024
"21,923",6341775788,HSC Babhanavai,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,World No Tobacco Day(31st May 2024),(31st May 2024),Yoga,2024
"21,945",6343334436,HSC KEYCHELAM,SubCentre,Jharkhand,Pashchimi Singhbhum,KHUNTPANI,KHUNTPANI,world hypertension day,(17th May 2024),Special screening talk,2024
"21,946",6343334436,HSC KEYCHELAM,SubCentre,Jharkhand,Pashchimi Singhbhum,KHUNTPANI,KHUNTPANI,elderly day ,(18th May 2024),Special screening talk,2024
"21,947",6343334436,HSC KEYCHELAM,SubCentre,Jharkhand,Pashchimi Singhbhum,KHUNTPANI,KHUNTPANI,yoga session ,(22nd May 2024),Yoga,2024
"21,948",6343334436,HSC KEYCHELAM,SubCentre,Jharkhand,Pashchimi Singhbhum,KHUNTPANI,KHUNTPANI,yoga,(21st May 2024),Yoga,2024
"21,949",6343334436,HSC KEYCHELAM,SubCentre,Jharkhand,Pashchimi Singhbhum,KHUNTPANI,KHUNTPANI,yoga session ,(20th May 2024),Yoga,2024
"21,950",6343334436,HSC KEYCHELAM,SubCentre,Jharkhand,Pashchimi Singhbhum,KHUNTPANI,KHUNTPANI,nikshay day ,(24th May 2024),Health talk,2024
"21,951",6343334436,HSC KEYCHELAM,SubCentre,Jharkhand,Pashchimi Singhbhum,KHUNTPANI,KHUNTPANI,family welfare day ,(25th May 2024),Health talk,2024
"21,952",6343334436,HSC KEYCHELAM,SubCentre,Jharkhand,Pashchimi Singhbhum,KHUNTPANI,KHUNTPANI,Menstrual Hygiene Day(28th May 2024),(28th May 2024),Health talk,2024
"21,953",6343334436,HSC KEYCHELAM,SubCentre,Jharkhand,Pashchimi Singhbhum,KHUNTPANI,KHUNTPANI,screening of diabetes ,(27th May 2024),Special screening talk,2024
"21,954",6343334436,HSC KEYCHELAM,SubCentre,Jharkhand,Pashchimi Singhbhum,KHUNTPANI,KHUNTPANI,World No Tobacco Day(31st May 2024),(31st May 2024),Health talk,2024
"21,968",6343822687,HSC SALEGUTU,SubCentre,Jharkhand,Gumla,KAMDARA,KAMDARA,International Nurses Day(12th May 2024),(12th May 2024),"Other
",2024
"21,974",6344326381,HSC JAHANABAZ,SubCentre,Jharkhand,Ranchi,BERO,BERO,ncd screening,(2nd May 2024),Health talk,2024
"21,975",6344326381,HSC JAHANABAZ,SubCentre,Jharkhand,Ranchi,BERO,BERO,workshop done by ajim prem ji foundation through cmc vellore,(3rd May 2024),"Other
",2024
"21,976",6344326381,HSC JAHANABAZ,SubCentre,Jharkhand,Ranchi,BERO,BERO,2nd day workshop,(4th May 2024),Health talk,2024
"21,977",6344326381,HSC JAHANABAZ,SubCentre,Jharkhand,Ranchi,BERO,BERO,Intensified Diarrhoea Control Fortnight(28th May 2024),(30th May 2024),"Other
",2024
"21,978",6344326381,HSC JAHANABAZ,SubCentre,Jharkhand,Ranchi,BERO,BERO,Menstrual Hygiene Day(28th May 2024),(28th May 2024),Health talk,2024
"21,979",6344326381,HSC JAHANABAZ,SubCentre,Jharkhand,Ranchi,BERO,BERO,home visit done ,(27th May 2024),"Other
",2024
"21,999",6344417644,HSC BADASEGAI,SubCentre,Jharkhand,Sarikela-Kharswana,KUCHAI,KUCHAI,yoga,(3rd May 2024),Yoga,2024
"22,001",6344417644,HSC BADASEGAI,SubCentre,Jharkhand,Sarikela-Kharswana,KUCHAI,KUCHAI,yoga,(7th May 2024),Yoga,2024
"22,002",6344417644,HSC BADASEGAI,SubCentre,Jharkhand,Sarikela-Kharswana,KUCHAI,KUCHAI,yoga,(10th May 2024),Yoga,2024
"22,003",6344417644,HSC BADASEGAI,SubCentre,Jharkhand,Sarikela-Kharswana,KUCHAI,KUCHAI,yoga,(14th May 2024),Yoga,2024
"22,004",6344417644,HSC BADASEGAI,SubCentre,Jharkhand,Sarikela-Kharswana,KUCHAI,KUCHAI,Sickle cell test ,(23rd May 2024),"Other
",2024
"22,005",6344417644,HSC BADASEGAI,SubCentre,Jharkhand,Sarikela-Kharswana,KUCHAI,KUCHAI,yoga,(21st May 2024),Yoga,2024
"22,006",6344417644,HSC BADASEGAI,SubCentre,Jharkhand,Sarikela-Kharswana,KUCHAI,KUCHAI,yoga,(17th May 2024),Yoga,2024
"22,007",6344417644,HSC BADASEGAI,SubCentre,Jharkhand,Sarikela-Kharswana,KUCHAI,KUCHAI,yoga,(24th May 2024),Yoga,2024
"22,008",6344417644,HSC BADASEGAI,SubCentre,Jharkhand,Sarikela-Kharswana,KUCHAI,KUCHAI,Menstrual Hygiene Day(28th May 2024),(28th May 2024),Yoga,2024
"22,009",6344417644,HSC BADASEGAI,SubCentre,Jharkhand,Sarikela-Kharswana,KUCHAI,KUCHAI,World No Tobacco Day(31st May 2024),(31st May 2024),Yoga,2024
"22,050",6346466763,HSC KOTHIYAR,SubCentre,Jharkhand,Koderma,SATGAWAN,SATGAWAN,HBNC ,(1st May 2024),"Other
",2024
"22,051",6346466763,HSC KOTHIYAR,SubCentre,Jharkhand,Koderma,SATGAWAN,SATGAWAN,ANC checkup ,(2nd May 2024),"Other
",2024
"22,052",6346466763,HSC KOTHIYAR,SubCentre,Jharkhand,Koderma,SATGAWAN,SATGAWAN,monthly meeting ,(3rd May 2024),"Other
",2024
"22,053",6346466763,HSC KOTHIYAR,SubCentre,Jharkhand,Koderma,SATGAWAN,SATGAWAN,VHND,(4th May 2024),"Other
",2024
"22,054",6346466763,HSC KOTHIYAR,SubCentre,Jharkhand,Koderma,SATGAWAN,SATGAWAN,RI monitoring and ANC checkup VHND ,(24th May 2024),"Other
",2024
"22,055",6346466763,HSC KOTHIYAR,SubCentre,Jharkhand,Koderma,SATGAWAN,SATGAWAN,NCD screening ,(25th May 2024),"Other
",2024
"22,056",6346466763,HSC KOTHIYAR,SubCentre,Jharkhand,Koderma,SATGAWAN,SATGAWAN,Menstrual Hygiene Day(28th May 2024),(28th May 2024),"Other
",2024
"22,057",6346466763,HSC KOTHIYAR,SubCentre,Jharkhand,Koderma,SATGAWAN,SATGAWAN,Intensified Diarrhoea Control Fortnight(28th May 2024),(29th May 2024),"Other
",2024
"22,058",6346466763,HSC KOTHIYAR,SubCentre,Jharkhand,Koderma,SATGAWAN,SATGAWAN,World No Tobacco Day(31st May 2024),(31st May 2024),"Other
",2024
"22,070",6352864687,HSC GURABANDHA,SubCentre,Jharkhand,Purbi Singhbhum,DHALBHUMGARH,DHALBHUMGARH,hypertension day,(17th May 2024),"Other
",2024
"22,071",6352864687,HSC GURABANDHA,SubCentre,Jharkhand,Purbi Singhbhum,DHALBHUMGARH,DHALBHUMGARH,Geriatric day,(18th May 2024),"Other
",2024
"22,072",6352864687,HSC GURABANDHA,SubCentre,Jharkhand,Purbi Singhbhum,DHALBHUMGARH,DHALBHUMGARH,VHND at AWC -Hatiyapata,(22nd May 2024),"Other
",2024
"22,073",6352864687,HSC GURABANDHA,SubCentre,Jharkhand,Purbi Singhbhum,DHALBHUMGARH,DHALBHUMGARH,Anc check up and Vhsnc meeting,(20th May 2024),"Other
",2024
"22,074",6352864687,HSC GURABANDHA,SubCentre,Jharkhand,Purbi Singhbhum,DHALBHUMGARH,DHALBHUMGARH,Family planning,(27th May 2024),"Other
",2024
"22,075",6352864687,HSC GURABANDHA,SubCentre,Jharkhand,Purbi Singhbhum,DHALBHUMGARH,DHALBHUMGARH,ncd screening and sickle cell test,(25th May 2024),"Other
",2024
"22,076",6352864687,HSC GURABANDHA,SubCentre,Jharkhand,Purbi Singhbhum,DHALBHUMGARH,DHALBHUMGARH,ncd screening and sickle cell test,(23rd May 2024),"Other
",2024
"22,077",6352864687,HSC GURABANDHA,SubCentre,Jharkhand,Purbi Singhbhum,DHALBHUMGARH,DHALBHUMGARH,Menstrual Hygiene Day(28th May 2024),(28th May 2024),Health talk,2024
"22,078",6352864687,HSC GURABANDHA,SubCentre,Jharkhand,Purbi Singhbhum,DHALBHUMGARH,DHALBHUMGARH,yoga,(24th May 2024),Yoga,2024
"22,079",6352864687,HSC GURABANDHA,SubCentre,Jharkhand,Purbi Singhbhum,DHALBHUMGARH,DHALBHUMGARH,World No Tobacco Day(31st May 2024),(31st May 2024),"Other
",2024
"22,096",6365832481,HSC JUNADIH,SubCentre,Jharkhand,Simdega,JALDEGA,JALDEGA,VHND program ,(9th May 2024),Community meeting,2024
