SN,NIN,Facility_Name,Facility_Type,State,District,Taluka,Block,Activity Name/Health Day Name ,Activity_Date,Event_name,Year
"3,747",1337321515,HSC SARJMDIH,SubCentre,Jharkhand,Ranchi,BUNDU,BUNDU,pariwar Kalyan Diwas ,(22nd May 2024),Special screening talk,2024
"3,748",1337321515,HSC SARJMDIH,SubCentre,Jharkhand,Ranchi,BUNDU,BUNDU,Menstrual Hygiene Day(28th May 2024),(28th May 2024),"Other
",2024
"3,749",1337321515,HSC SARJMDIH,SubCentre,Jharkhand,Ranchi,BUNDU,BUNDU,World No Tobacco Day(31st May 2024),(31st May 2024),"Other
",2024
"3,760",1338786245,HSC CHAMPADIH,SubCentre,Jharkhand,Ranchi,LAPUNG,LAPUNG,,(20th May 2024),Cyclathone,2024
"3,761",1338786245,HSC CHAMPADIH,SubCentre,Jharkhand,Ranchi,LAPUNG,LAPUNG,VHND,(16th May 2024),Health talk,2024
"3,762",1338786245,HSC CHAMPADIH,SubCentre,Jharkhand,Ranchi,LAPUNG,LAPUNG,family welfare day,(22nd May 2024),Community meeting,2024
"3,765",1341526133,HSC LONJO,SubCentre,Jharkhand,Pashchimi Singhbhum,SONUA,SONUA,would hypertension day ,(17th May 2024),Health talk,2024
"3,766",1341526133,HSC LONJO,SubCentre,Jharkhand,Pashchimi Singhbhum,SONUA,SONUA,             dengue,(16th May 2024),Health talk,2024
"3,767",1341526133,HSC LONJO,SubCentre,Jharkhand,Pashchimi Singhbhum,SONUA,SONUA,monthly elderly health day ,(18th May 2024),Health talk,2024
"3,768",1341526133,HSC LONJO,SubCentre,Jharkhand,Pashchimi Singhbhum,SONUA,SONUA,family welfare program ,(22nd May 2024),Health talk,2024
"3,769",1341526133,HSC LONJO,SubCentre,Jharkhand,Pashchimi Singhbhum,SONUA,SONUA,Awareness of Anemia ,(23rd May 2024),Health talk,2024
"3,770",1341526133,HSC LONJO,SubCentre,Jharkhand,Pashchimi Singhbhum,SONUA,SONUA,Ni- kshay day ,(24th May 2024),Health talk,2024
"3,771",1341526133,HSC LONJO,SubCentre,Jharkhand,Pashchimi Singhbhum,SONUA,SONUA,NCD Screening ,(25th May 2024),Health talk,2024
"3,772",1341526133,HSC LONJO,SubCentre,Jharkhand,Pashchimi Singhbhum,SONUA,SONUA,Menstrual Hygiene Day(28th May 2024),(28th May 2024),Health talk,2024
"3,773",1341526133,HSC LONJO,SubCentre,Jharkhand,Pashchimi Singhbhum,SONUA,SONUA,Intensified Diarrhoea Control Fortnight(28th May 2024),(29th May 2024),Health talk,2024
"3,774",1341526133,HSC LONJO,SubCentre,Jharkhand,Pashchimi Singhbhum,SONUA,SONUA,World No Tobacco Day(31st May 2024),(31st May 2024),Health talk,2024
"3,791",1343873764,HSC Kinderdega,SubCentre,Jharkhand,Simdega,SIMDEGA,SIMDEGA,health talk ,(2nd May 2024),Health talk,2024
"3,792",1343873764,HSC Kinderdega,SubCentre,Jharkhand,Simdega,SIMDEGA,SIMDEGA,yoga ,(1st May 2024),Yoga,2024
"3,793",1343873764,HSC Kinderdega,SubCentre,Jharkhand,Simdega,SIMDEGA,SIMDEGA,yoga ,(25th May 2024),Yoga,2024
"3,794",1343873764,HSC Kinderdega,SubCentre,Jharkhand,Simdega,SIMDEGA,SIMDEGA,yoga ,(22nd May 2024),Yoga,2024
"3,795",1343873764,HSC Kinderdega,SubCentre,Jharkhand,Simdega,SIMDEGA,SIMDEGA,Intensified Diarrhoea Control Fortnight(28th May 2024),(29th May 2024),Yoga,2024
"3,796",1343873764,HSC Kinderdega,SubCentre,Jharkhand,Simdega,SIMDEGA,SIMDEGA,Intensified Diarrhoea Control Fortnight(28th May 2024),(30th May 2024),Yoga,2024
"3,807",1345885444,HSC SARDIAPOSE,SubCentre,Jharkhand,Pashchimi Singhbhum,SONUA,SONUA,VHND,(2nd May 2024),Health talk,2024
"3,808",1345885444,HSC SARDIAPOSE,SubCentre,Jharkhand,Pashchimi Singhbhum,SONUA,SONUA,ANC Health check up,(9th May 2024),Special screening talk,2024
"3,809",1345885444,HSC SARDIAPOSE,SubCentre,Jharkhand,Pashchimi Singhbhum,SONUA,SONUA,family welfare day,(11th May 2024),Health talk,2024
"3,810",1345885444,HSC SARDIAPOSE,SubCentre,Jharkhand,Pashchimi Singhbhum,SONUA,SONUA,RI,(16th May 2024),Health talk,2024
"3,811",1345885444,HSC SARDIAPOSE,SubCentre,Jharkhand,Pashchimi Singhbhum,SONUA,SONUA,NCD Screening,(22nd May 2024),Special screening talk,2024
"3,812",1345885444,HSC SARDIAPOSE,SubCentre,Jharkhand,Pashchimi Singhbhum,SONUA,SONUA,OPD,(21st May 2024),Special screening talk,2024
"3,813",1345885444,HSC SARDIAPOSE,SubCentre,Jharkhand,Pashchimi Singhbhum,SONUA,SONUA,"VHND, RI, ANC health check up",(23rd May 2024),Health talk,2024
"3,814",1345885444,HSC SARDIAPOSE,SubCentre,Jharkhand,Pashchimi Singhbhum,SONUA,SONUA,"family welfare day, and Nikshay Day",(24th May 2024),"Special screening talk,Health talk",2024
"3,815",1345885444,HSC SARDIAPOSE,SubCentre,Jharkhand,Pashchimi Singhbhum,SONUA,SONUA,Menstrual Hygiene Day(28th May 2024),(28th May 2024),Health talk,2024
"3,816",1345885444,HSC SARDIAPOSE,SubCentre,Jharkhand,Pashchimi Singhbhum,SONUA,SONUA,World No Tobacco Day(31st May 2024),(31st May 2024),"Special screening talk,Health talk",2024
"3,870",1346482472,HSC KHARIMATI,SubCentre,Jharkhand,Pashchimi Singhbhum,SONUA,SONUA,yoga ,(1st May 2024),Yoga,2024
"3,871",1346482472,HSC KHARIMATI,SubCentre,Jharkhand,Pashchimi Singhbhum,SONUA,SONUA,AHD,(2nd May 2024),"Other
",2024
"3,872",1346482472,HSC KHARIMATI,SubCentre,Jharkhand,Pashchimi Singhbhum,SONUA,SONUA,yoga ,(6th May 2024),Yoga,2024
"3,873",1346482472,HSC KHARIMATI,SubCentre,Jharkhand,Pashchimi Singhbhum,SONUA,SONUA,Yoga ,(9th May 2024),Yoga,2024
"3,874",1346482472,HSC KHARIMATI,SubCentre,Jharkhand,Pashchimi Singhbhum,SONUA,SONUA,yoga ,(10th May 2024),Yoga,2024
"3,875",1346482472,HSC KHARIMATI,SubCentre,Jharkhand,Pashchimi Singhbhum,SONUA,SONUA,Yoga ,(11th May 2024),Yoga,2024
"3,876",1346482472,HSC KHARIMATI,SubCentre,Jharkhand,Pashchimi Singhbhum,SONUA,SONUA,Yoga ,(13th May 2024),Yoga,2024
"3,877",1346482472,HSC KHARIMATI,SubCentre,Jharkhand,Pashchimi Singhbhum,SONUA,SONUA,yoga ,(14th May 2024),Yoga,2024
"3,878",1346482472,HSC KHARIMATI,SubCentre,Jharkhand,Pashchimi Singhbhum,SONUA,SONUA,yoga ,(15th May 2024),Yoga,2024
"3,879",1346482472,HSC KHARIMATI,SubCentre,Jharkhand,Pashchimi Singhbhum,SONUA,SONUA,HYPERTENSION DAY ,(17th May 2024),Health talk,2024
"3,880",1346482472,HSC KHARIMATI,SubCentre,Jharkhand,Pashchimi Singhbhum,SONUA,SONUA,Yoga ,(20th May 2024),Yoga,2024
"3,881",1346482472,HSC KHARIMATI,SubCentre,Jharkhand,Pashchimi Singhbhum,SONUA,SONUA,yoga,(21st May 2024),Yoga,2024
"3,882",1346482472,HSC KHARIMATI,SubCentre,Jharkhand,Pashchimi Singhbhum,SONUA,SONUA,monthly Elderly Health day,(18th May 2024),Health talk,2024
"3,883",1346482472,HSC KHARIMATI,SubCentre,Jharkhand,Pashchimi Singhbhum,SONUA,SONUA,VHND,(23rd May 2024),Health talk,2024
"3,884",1346482472,HSC KHARIMATI,SubCentre,Jharkhand,Pashchimi Singhbhum,SONUA,SONUA,family welfare day ,(22nd May 2024),Health talk,2024
"3,885",1346482472,HSC KHARIMATI,SubCentre,Jharkhand,Pashchimi Singhbhum,SONUA,SONUA,NIKSHAY DIWAS ,(24th May 2024),Health talk,2024
"3,886",1346482472,HSC KHARIMATI,SubCentre,Jharkhand,Pashchimi Singhbhum,SONUA,SONUA,Menstrual Hygiene Day(28th May 2024),(28th May 2024),Health talk,2024
"3,887",1346482472,HSC KHARIMATI,SubCentre,Jharkhand,Pashchimi Singhbhum,SONUA,SONUA,World No Tobacco Day(31st May 2024),(31st May 2024),"Community meeting,Health talk",2024
"3,901",1346776477,HSC MOREGAON,SubCentre,Jharkhand,Gumla,VERNO,VERNO,Elderly care meeting,(9th May 2024),"Other
",2024
"3,902",1346776477,HSC MOREGAON,SubCentre,Jharkhand,Gumla,VERNO,VERNO,Palliative care meeting,(8th May 2024),Community meeting,2024
"3,903",1346776477,HSC MOREGAON,SubCentre,Jharkhand,Gumla,VERNO,VERNO,Menstrual Hygiene Day(28th May 2024),(28th May 2024),"Other
",2024
"3,928",1347234872,HSC LAPANGA,SubCentre,Jharkhand,Ramgarh,PATRATU,PATRATU,yoga,(4th May 2024),Yoga,2024
"3,929",1347234872,HSC LAPANGA,SubCentre,Jharkhand,Ramgarh,PATRATU,PATRATU,yoga,(6th May 2024),Yoga,2024
"3,930",1347234872,HSC LAPANGA,SubCentre,Jharkhand,Ramgarh,PATRATU,PATRATU,yoga,(2nd May 2024),Yoga,2024
"3,931",1347234872,HSC LAPANGA,SubCentre,Jharkhand,Ramgarh,PATRATU,PATRATU,yoga ,(11th May 2024),Yoga,2024
"3,932",1347234872,HSC LAPANGA,SubCentre,Jharkhand,Ramgarh,PATRATU,PATRATU,yoga ,(13th May 2024),Yoga,2024
"3,933",1347234872,HSC LAPANGA,SubCentre,Jharkhand,Ramgarh,PATRATU,PATRATU,yoga,(16th May 2024),Yoga,2024
"3,942",1351454127,HSC Garorjor,SubCentre,Jharkhand,Simdega,KURDEG,KURDEG,World No Tobacco Day(31st May 2024),(31st May 2024),Health talk,2024
"3,949",1354774380,HSC BANSIA,SubCentre,Jharkhand,Ranchi,SILLI,SILLI,awareness program ,(20th May 2024),Health talk,2024
"3,950",1354774380,HSC BANSIA,SubCentre,Jharkhand,Ranchi,SILLI,SILLI,world hypertension day ,(18th May 2024),"Other
",2024
"3,951",1354774380,HSC BANSIA,SubCentre,Jharkhand,Ranchi,SILLI,SILLI,dengue day ,(16th May 2024),Health talk,2024
"3,952",1354774380,HSC BANSIA,SubCentre,Jharkhand,Ranchi,SILLI,SILLI,care in pregnancy ,(17th May 2024),"Community meeting,Health talk",2024
"3,953",1354774380,HSC BANSIA,SubCentre,Jharkhand,Ranchi,SILLI,SILLI,health talk ,(23rd May 2024),Health talk,2024
"3,954",1354774380,HSC BANSIA,SubCentre,Jharkhand,Ranchi,SILLI,SILLI,health teaching ,(25th May 2024),Community meeting,2024
"3,955",1354774380,HSC BANSIA,SubCentre,Jharkhand,Ranchi,SILLI,SILLI,health talk ,(27th May 2024),Awareness activity about eat right,2024
"3,985",1356531325,HSC Danua,SubCentre,Jharkhand,Hazaribagh,CHAUPARAN,CHAUPARAN,yoga session ,(1st May 2024),Yoga,2024
"3,986",1356531325,HSC Danua,SubCentre,Jharkhand,Hazaribagh,CHAUPARAN,CHAUPARAN,yoga session ,(2nd May 2024),Yoga,2024
"3,987",1356531325,HSC Danua,SubCentre,Jharkhand,Hazaribagh,CHAUPARAN,CHAUPARAN,yoga session ,(3rd May 2024),Yoga,2024
"3,988",1356531325,HSC Danua,SubCentre,Jharkhand,Hazaribagh,CHAUPARAN,CHAUPARAN,yoga session ,(4th May 2024),Yoga,2024
"3,989",1356531325,HSC Danua,SubCentre,Jharkhand,Hazaribagh,CHAUPARAN,CHAUPARAN,yoga session ,(6th May 2024),Yoga,2024
"3,990",1356531325,HSC Danua,SubCentre,Jharkhand,Hazaribagh,CHAUPARAN,CHAUPARAN,yoga session ,(8th May 2024),Yoga,2024
"3,991",1356531325,HSC Danua,SubCentre,Jharkhand,Hazaribagh,CHAUPARAN,CHAUPARAN,yoga session ,(9th May 2024),Yoga,2024
"3,992",1356531325,HSC Danua,SubCentre,Jharkhand,Hazaribagh,CHAUPARAN,CHAUPARAN,yoga session ,(10th May 2024),Yoga,2024
"3,993",1356531325,HSC Danua,SubCentre,Jharkhand,Hazaribagh,CHAUPARAN,CHAUPARAN,yoga session ,(11th May 2024),Yoga,2024
"3,994",1356531325,HSC Danua,SubCentre,Jharkhand,Hazaribagh,CHAUPARAN,CHAUPARAN,Ayush Gram Camp ,(13th May 2024),"Other
",2024
"3,995",1356531325,HSC Danua,SubCentre,Jharkhand,Hazaribagh,CHAUPARAN,CHAUPARAN,yoga session ,(14th May 2024),Yoga,2024
"3,996",1356531325,HSC Danua,SubCentre,Jharkhand,Hazaribagh,CHAUPARAN,CHAUPARAN,yoga session ,(15th May 2024),Yoga,2024
"3,997",1356531325,HSC Danua,SubCentre,Jharkhand,Hazaribagh,CHAUPARAN,CHAUPARAN,yoga session ,(16th May 2024),Yoga,2024
"3,998",1356531325,HSC Danua,SubCentre,Jharkhand,Hazaribagh,CHAUPARAN,CHAUPARAN,yoga session ,(17th May 2024),Yoga,2024
"3,999",1356531325,HSC Danua,SubCentre,Jharkhand,Hazaribagh,CHAUPARAN,CHAUPARAN,yoga session ,(18th May 2024),Yoga,2024
"4,000",1356531325,HSC Danua,SubCentre,Jharkhand,Hazaribagh,CHAUPARAN,CHAUPARAN,yoga session ,(20th May 2024),Yoga,2024
"4,001",1356531325,HSC Danua,SubCentre,Jharkhand,Hazaribagh,CHAUPARAN,CHAUPARAN,yoga session ,(21st May 2024),Yoga,2024
"4,002",1356531325,HSC Danua,SubCentre,Jharkhand,Hazaribagh,CHAUPARAN,CHAUPARAN,yoga session ,(22nd May 2024),Yoga,2024
"4,003",1356531325,HSC Danua,SubCentre,Jharkhand,Hazaribagh,CHAUPARAN,CHAUPARAN,yoga session ,(23rd May 2024),Yoga,2024
"4,004",1356531325,HSC Danua,SubCentre,Jharkhand,Hazaribagh,CHAUPARAN,CHAUPARAN,yoga session ,(25th May 2024),Awareness activity about eat right,2024
"4,005",1356531325,HSC Danua,SubCentre,Jharkhand,Hazaribagh,CHAUPARAN,CHAUPARAN,yoga session ,(27th May 2024),Yoga,2024
"4,006",1356531325,HSC Danua,SubCentre,Jharkhand,Hazaribagh,CHAUPARAN,CHAUPARAN,Menstrual Hygiene Day(28th May 2024),(28th May 2024),Yoga,2024
"4,007",1356531325,HSC Danua,SubCentre,Jharkhand,Hazaribagh,CHAUPARAN,CHAUPARAN,Intensified Diarrhoea Control Fortnight(28th May 2024),(29th May 2024),Yoga,2024
"4,008",1356531325,HSC Danua,SubCentre,Jharkhand,Hazaribagh,CHAUPARAN,CHAUPARAN,Intensified Diarrhoea Control Fortnight(28th May 2024),(30th May 2024),Yoga,2024
"4,009",1356531325,HSC Danua,SubCentre,Jharkhand,Hazaribagh,CHAUPARAN,CHAUPARAN,World No Tobacco Day(31st May 2024),(31st May 2024),Yoga,2024
"4,033",1362121376,HSC NARSANDA,SubCentre,Jharkhand,Pashchimi Singhbhum,CHAIBASA,CHAIBASA,family planning day,(11th May 2024),Health talk,2024
"4,034",1362121376,HSC NARSANDA,SubCentre,Jharkhand,Pashchimi Singhbhum,CHAIBASA,CHAIBASA,world elderly day ,(18th May 2024),Special screening talk,2024
"4,035",1362121376,HSC NARSANDA,SubCentre,Jharkhand,Pashchimi Singhbhum,CHAIBASA,CHAIBASA,,(22nd May 2024),Community meeting,2024
"4,036",1362121376,HSC NARSANDA,SubCentre,Jharkhand,Pashchimi Singhbhum,CHAIBASA,CHAIBASA,sickle cell testing ,(24th May 2024),"Community meeting,Health talk",2024
"4,037",1362121376,HSC NARSANDA,SubCentre,Jharkhand,Pashchimi Singhbhum,CHAIBASA,CHAIBASA,World No Tobacco Day(31st May 2024),(31st May 2024),"Special screening talk,Health talk",2024
"4,050",1365751559,HSC TARAJORA,SubCentre,Jharkhand,Dumka,JAMA,JAMA,RI supervision ,(9th May 2024),"Other
",2024
"4,051",1365751559,HSC TARAJORA,SubCentre,Jharkhand,Dumka,JAMA,JAMA,Dengue awareness program ,(16th May 2024),"Other
",2024
"4,052",1365751559,HSC TARAJORA,SubCentre,Jharkhand,Dumka,JAMA,JAMA,RI supervision ,(11th May 2024),"Other
",2024
"4,053",1365751559,HSC TARAJORA,SubCentre,Jharkhand,Dumka,JAMA,JAMA,Intensified Diarrhoea Control Fortnight(28th May 2024),(29th May 2024),"Other
",2024
"4,070",1372828747,HSC RAMPUR,SubCentre,Jharkhand,Sahibganj,BORIO,BORIO,hand hygiene week ,(8th May 2024),Community meeting,2024
"4,071",1372828747,HSC RAMPUR,SubCentre,Jharkhand,Sahibganj,BORIO,BORIO,PMSMA ,(9th May 2024),Special screening talk,2024
"4,072",1372828747,HSC RAMPUR,SubCentre,Jharkhand,Sahibganj,BORIO,BORIO,Heat wave prevention ,(17th May 2024),Health talk,2024
"4,073",1372828747,HSC RAMPUR,SubCentre,Jharkhand,Sahibganj,BORIO,BORIO,national dengue day ,(16th May 2024),Community meeting,2024
"4,074",1372828747,HSC RAMPUR,SubCentre,Jharkhand,Sahibganj,BORIO,BORIO,family welfare programs ,(20th May 2024),Health talk,2024
"4,075",1372828747,HSC RAMPUR,SubCentre,Jharkhand,Sahibganj,BORIO,BORIO,Menstrual Hygiene Day(28th May 2024),(28th May 2024),Health talk,2024
"4,076",1372828747,HSC RAMPUR,SubCentre,Jharkhand,Sahibganj,BORIO,BORIO,Intensified Diarrhoea Control Fortnight(28th May 2024),(30th May 2024),"Other
",2024
"4,083",1376463483,HSC LANDUPDIH,SubCentre,Jharkhand,Ranchi,SONAHATU,SONAHATU,Yoga ,(15th May 2024),Yoga,2024
"4,084",1376463483,HSC LANDUPDIH,SubCentre,Jharkhand,Ranchi,SONAHATU,SONAHATU,World Dengue day ,(16th May 2024),"Other
",2024
"4,085",1376463483,HSC LANDUPDIH,SubCentre,Jharkhand,Ranchi,SONAHATU,SONAHATU,World Hypertension day ,(18th May 2024),"Other
",2024
"4,086",1376463483,HSC LANDUPDIH,SubCentre,Jharkhand,Ranchi,SONAHATU,SONAHATU,Meditation ,(17th May 2024),Meditation,2024
"4,087",1376463483,HSC LANDUPDIH,SubCentre,Jharkhand,Ranchi,SONAHATU,SONAHATU,Community meeting ,(20th May 2024),Community meeting,2024
"4,088",1376463483,HSC LANDUPDIH,SubCentre,Jharkhand,Ranchi,SONAHATU,SONAHATU,Community meeting ,(21st May 2024),Community meeting,2024
"4,089",1376463483,HSC LANDUPDIH,SubCentre,Jharkhand,Ranchi,SONAHATU,SONAHATU,Walkathone,(22nd May 2024),walkathone,2024
"4,090",1376463483,HSC LANDUPDIH,SubCentre,Jharkhand,Ranchi,SONAHATU,SONAHATU,"Cyclathone


",(24th May 2024),Cyclathone,2024
"4,091",1376463483,HSC LANDUPDIH,SubCentre,Jharkhand,Ranchi,SONAHATU,SONAHATU,Special screening talk ,(27th May 2024),Special screening talk,2024
"4,092",1376463483,HSC LANDUPDIH,SubCentre,Jharkhand,Ranchi,SONAHATU,SONAHATU,Menstrual Hygiene Day(28th May 2024),(28th May 2024),Awareness activity about eat right,2024
"4,093",1376463483,HSC LANDUPDIH,SubCentre,Jharkhand,Ranchi,SONAHATU,SONAHATU,Intensified Diarrhoea Control Fortnight(28th May 2024),(29th May 2024),Health talk,2024
"4,098",1387465444,HSC RANIGANJ,SubCentre,Jharkhand,Sarikela-Kharswana,GOBINDPUR(RAJNAGAR),RAJNAGAR,Menstrual Hygiene Day(28th May 2024),(28th May 2024),Health talk,2024
"4,099",1387465444,HSC RANIGANJ,SubCentre,Jharkhand,Sarikela-Kharswana,GOBINDPUR(RAJNAGAR),RAJNAGAR,Family welfare day ,(24th May 2024),Health talk,2024
"4,105",1418476386,HSC BHARNIA,SubCentre,Jharkhand,Pashchimi Singhbhum,CHAKRADHARPUR,CHAKRADHARPUR,Village Health and Nutrition Day,(2nd May 2024),Community meeting,2024
"4,106",1418476386,HSC BHARNIA,SubCentre,Jharkhand,Pashchimi Singhbhum,CHAKRADHARPUR,CHAKRADHARPUR,ANC duty ,(9th May 2024),"Other
",2024
"4,107",1418476386,HSC BHARNIA,SubCentre,Jharkhand,Pashchimi Singhbhum,CHAKRADHARPUR,CHAKRADHARPUR,Village Health and Nutrition Day,(18th May 2024),"Community meeting,Other
",2024
"4,108",1418476386,HSC BHARNIA,SubCentre,Jharkhand,Pashchimi Singhbhum,CHAKRADHARPUR,CHAKRADHARPUR,Village Health Sanitation and Nutrition Day,(25th May 2024),Community meeting,2024
"4,109",1418476386,HSC BHARNIA,SubCentre,Jharkhand,Pashchimi Singhbhum,CHAKRADHARPUR,CHAKRADHARPUR,Village Health Sanitation and Nutrition Day,(24th May 2024),"Community meeting,Special screening talk,Other
",2024
"4,110",1418476386,HSC BHARNIA,SubCentre,Jharkhand,Pashchimi Singhbhum,CHAKRADHARPUR,CHAKRADHARPUR,Menstrual Hygiene Day(28th May 2024),(28th May 2024),Health talk,2024
"4,111",1418476386,HSC BHARNIA,SubCentre,Jharkhand,Pashchimi Singhbhum,CHAKRADHARPUR,CHAKRADHARPUR,Intensified Diarrhoea Control Fortnight(28th May 2024),(29th May 2024),Community meeting,2024
"4,123",1427378581,HSC KHOKHRO,SubCentre,Jharkhand,Sarikela-Kharswana,ICHAGARH,ICHAGARH,jac metting ,(3rd May 2024),Community meeting,2024
"4,124",1427378581,HSC KHOKHRO,SubCentre,Jharkhand,Sarikela-Kharswana,ICHAGARH,ICHAGARH,VHND ,(4th May 2024),"Other
",2024
"4,125",1427378581,HSC KHOKHRO,SubCentre,Jharkhand,Sarikela-Kharswana,ICHAGARH,ICHAGARH,VHND ,(9th May 2024),"Other
",2024
"4,126",1427378581,HSC KHOKHRO,SubCentre,Jharkhand,Sarikela-Kharswana,ICHAGARH,ICHAGARH,VHND ,(10th May 2024),"Other
",2024
"4,127",1427378581,HSC KHOKHRO,SubCentre,Jharkhand,Sarikela-Kharswana,ICHAGARH,ICHAGARH,election duty ,(13th May 2024),"Other
",2024
"4,128",1427378581,HSC KHOKHRO,SubCentre,Jharkhand,Sarikela-Kharswana,ICHAGARH,ICHAGARH,VHND ,(16th May 2024),"Other
",2024
"4,129",1427378581,HSC KHOKHRO,SubCentre,Jharkhand,Sarikela-Kharswana,ICHAGARH,ICHAGARH,VHND ,(18th May 2024),"Other
",2024
"4,130",1427378581,HSC KHOKHRO,SubCentre,Jharkhand,Sarikela-Kharswana,ICHAGARH,ICHAGARH,VHND ,(23rd May 2024),"Other
",2024
"4,131",1427378581,HSC KHOKHRO,SubCentre,Jharkhand,Sarikela-Kharswana,ICHAGARH,ICHAGARH,election duty ,(25th May 2024),"Other
",2024
"4,132",1427378581,HSC KHOKHRO,SubCentre,Jharkhand,Sarikela-Kharswana,ICHAGARH,ICHAGARH,monthly meeting ,(27th May 2024),"Other
",2024
"4,133",1427378581,HSC KHOKHRO,SubCentre,Jharkhand,Sarikela-Kharswana,ICHAGARH,ICHAGARH,World No Tobacco Day(31st May 2024),(31st May 2024),"Other
",2024
"4,163",1427385842,HSC KADALAGA,SubCentre,Jharkhand,Dhanbad,GOBINDPUR ,GOBINDPUR,Intensified Diarrhoea Control Fortnight(28th May 2024),(30th May 2024),Yoga,2024
"4,164",1427385842,HSC KADALAGA,SubCentre,Jharkhand,Dhanbad,GOBINDPUR ,GOBINDPUR,Intensified Diarrhoea Control Fortnight(28th May 2024),(29th May 2024),Yoga,2024
"4,165",1427385842,HSC KADALAGA,SubCentre,Jharkhand,Dhanbad,GOBINDPUR ,GOBINDPUR,World No Tobacco Day(31st May 2024),(31st May 2024),Yoga,2024
"4,217",1435886583,HSC AMLADAHI,SubCentre,Jharkhand,Pakaur,MAHESHPUR,MAHESHPUR,yoga,(4th May 2024),Yoga,2024
"4,218",1435886583,HSC AMLADAHI,SubCentre,Jharkhand,Pakaur,MAHESHPUR,MAHESHPUR,yoga,(6th May 2024),Yoga,2024
"4,219",1435886583,HSC AMLADAHI,SubCentre,Jharkhand,Pakaur,MAHESHPUR,MAHESHPUR,yoga,(7th May 2024),Yoga,2024
"4,220",1435886583,HSC AMLADAHI,SubCentre,Jharkhand,Pakaur,MAHESHPUR,MAHESHPUR,yoga ,(8th May 2024),Yoga,2024
"4,221",1435886583,HSC AMLADAHI,SubCentre,Jharkhand,Pakaur,MAHESHPUR,MAHESHPUR,yoga,(9th May 2024),Yoga,2024
"4,222",1435886583,HSC AMLADAHI,SubCentre,Jharkhand,Pakaur,MAHESHPUR,MAHESHPUR,health talk ,(10th May 2024),Health talk,2024
"4,223",1435886583,HSC AMLADAHI,SubCentre,Jharkhand,Pakaur,MAHESHPUR,MAHESHPUR,health talk about old age care ,(11th May 2024),Health talk,2024
"4,224",1435886583,HSC AMLADAHI,SubCentre,Jharkhand,Pakaur,MAHESHPUR,MAHESHPUR,health talk ,(13th May 2024),Health talk,2024
"4,225",1435886583,HSC AMLADAHI,SubCentre,Jharkhand,Pakaur,MAHESHPUR,MAHESHPUR,health talk ,(14th May 2024),Health talk,2024
"4,226",1435886583,HSC AMLADAHI,SubCentre,Jharkhand,Pakaur,MAHESHPUR,MAHESHPUR,health talk ,(16th May 2024),Health talk,2024
"4,227",1435886583,HSC AMLADAHI,SubCentre,Jharkhand,Pakaur,MAHESHPUR,MAHESHPUR,health talk ,(15th May 2024),Health talk,2024
"4,228",1435886583,HSC AMLADAHI,SubCentre,Jharkhand,Pakaur,MAHESHPUR,MAHESHPUR,Hypertension day celebration ,(17th May 2024),Special screening talk,2024
"4,229",1435886583,HSC AMLADAHI,SubCentre,Jharkhand,Pakaur,MAHESHPUR,MAHESHPUR,old age care day celebration ,(18th May 2024),Special screening talk,2024
"4,230",1435886583,HSC AMLADAHI,SubCentre,Jharkhand,Pakaur,MAHESHPUR,MAHESHPUR,World No Tobacco Day(31st May 2024),(31st May 2024),Health talk,2024
"4,254",1436121568,HSC NAGDAH,SubCentre,Jharkhand,Deogarh,MOHANPUR,MOHANPUR,Awareness regarding Cancer,(1st May 2024),Health talk,2024
"4,255",1436121568,HSC NAGDAH,SubCentre,Jharkhand,Deogarh,MOHANPUR,MOHANPUR,Immunization Visit ,(4th May 2024),"Other
",2024
"4,256",1436121568,HSC NAGDAH,SubCentre,Jharkhand,Deogarh,MOHANPUR,MOHANPUR,International Midwives Day(5th May 2024),(5th May 2024),"Other
",2024
"4,257",1436121568,HSC NAGDAH,SubCentre,Jharkhand,Deogarh,MOHANPUR,MOHANPUR,Immunization Visit ,(9th May 2024),"Other
",2024
"4,258",1436121568,HSC NAGDAH,SubCentre,Jharkhand,Deogarh,MOHANPUR,MOHANPUR,International mother 's day,(10th May 2024),Health talk,2024
"4,259",1436121568,HSC NAGDAH,SubCentre,Jharkhand,Deogarh,MOHANPUR,MOHANPUR,Immunization Visit ,(11th May 2024),"Other
",2024
"4,260",1436121568,HSC NAGDAH,SubCentre,Jharkhand,Deogarh,MOHANPUR,MOHANPUR,Awareness ,(15th May 2024),"Other
",2024
"4,261",1436121568,HSC NAGDAH,SubCentre,Jharkhand,Deogarh,MOHANPUR,MOHANPUR,International Nurses Day(12th May 2024),(12th May 2024),"Other
",2024
"4,262",1436121568,HSC NAGDAH,SubCentre,Jharkhand,Deogarh,MOHANPUR,MOHANPUR,National Dengue program ,(16th May 2024),School visit,2024
"4,263",1436121568,HSC NAGDAH,SubCentre,Jharkhand,Deogarh,MOHANPUR,MOHANPUR,world hypertension day,(17th May 2024),"Other
",2024
"4,264",1436121568,HSC NAGDAH,SubCentre,Jharkhand,Deogarh,MOHANPUR,MOHANPUR,MAA program ,(18th May 2024),"Other
",2024
"4,265",1436121568,HSC NAGDAH,SubCentre,Jharkhand,Deogarh,MOHANPUR,MOHANPUR,RI ,(23rd May 2024),"Other
",2024
